#lo	hi	selected	others
0.0	0.02040816326530612	0.6059484587263619	15.041178655925544
0.02040816326530612	0.04081632653061224	0.5020083946382633	6.957227773106779
0.04081632653061224	0.061224489795918366	0.6214288938033127	5.487505621492677
0.061224489795918366	0.08163265306122448	0.5904680236494112	3.4467571319633197
0.08163265306122448	0.1020408163265306	0.45335559868213215	2.2587157577772135
0.1020408163265306	0.12244897959183673	0.49758541318770566	1.7499657822184846
0.12244897959183673	0.14285714285714285	0.4953739224624274	1.4462487534951023
0.14285714285714285	0.16326530612244897	0.4666245430338043	1.3312770076061242
0.16326530612244897	0.18367346938775508	0.519700320440493	1.0764229708855564
0.18367346938775508	0.2040816326530612	0.4931624317371487	0.9566607355845378
0.2040816326530612	0.22448979591836732	0.4975854131877061	0.8637252409909473
0.22448979591836732	0.24489795918367346	0.528546283341607	0.7324658311010296
0.24489795918367346	0.26530612244897955	0.4997969039129854	0.6376141407426246
0.26530612244897955	0.2857142857142857	0.45999007085796767	0.5695891910916444
0.2857142857142857	0.3061224489795918	0.488739450286592	0.5283909821480954
0.3061224489795918	0.32653061224489793	0.5595071534955086	0.46946796237999283
0.32653061224489793	0.3469387755102041	0.5108543575393775	0.4244373619068098
0.3469387755102041	0.36734693877551017	0.5418152276932807	0.37557436990399523
0.36734693877551017	0.3877551020408163	0.521911811165771	0.3679095868447291
0.3877551020408163	0.4081632653061224	0.5285462833416085	0.3080284691942206
0.4081632653061224	0.42857142857142855	0.5462382091438366	0.30611227342940345
0.42857142857142855	0.44897959183673464	0.5948910050999694	0.2869503157812413
0.44897959183673464	0.4693877551020408	0.5550841720449513	0.270662651780302
0.4693877551020408	0.4897959183673469	0.6103714401769186	0.24718925366130234
0.4897959183673469	0.5102040816326531	0.6236403845285907	0.22515300236591493
0.5102040816326531	0.5306122448979591	0.6081599494516432	0.19641006589367155
0.5306122448979591	0.5510204081632653	0.6236403845285907	0.19353577224644603
0.5510204081632653	0.5714285714285714	0.672293180484722	0.17437381459828308
0.5714285714285714	0.5918367346938775	0.7187344857155744	0.15377471012650784
0.5918367346938775	0.6122448979591836	0.7297919393419718	0.13796609506677415
0.6122448979591836	0.6326530612244897	0.6214288938033121	0.11928318635981451
0.6326530612244897	0.6530612244897959	0.7231574671661318	0.13317560565473266
0.6530612244897959	0.673469387755102	0.8116170961772795	0.1197622353010186
0.673469387755102	0.6938775510204082	0.8049826240014434	0.11688794165379414
0.6938775510204082	0.7142857142857142	0.8337320034300708	0.09916313082924393
0.7142857142857142	0.7346938775510203	0.950941011869837	0.09820503294683523
0.7346938775510203	0.7551020408163265	0.9000767251884271	0.09772598400563116
0.7551020408163265	0.7755102040816326	1.0018052985512467	0.09197739671118227
0.7755102040816326	0.7959183673469387	1.085841946111843	0.07185734118061154
0.7959183673469387	0.8163265306122448	1.178724556573542	0.07760592847506004
0.8163265306122448	0.836734693877551	1.2428577876066242	0.08191736894589671
0.836734693877551	0.8571428571428571	1.3556438145958374	0.07952212423987634
0.8571428571428571	0.8775510204081632	1.6895789141129194	0.09580978824081486
0.8775510204081632	0.8979591836734693	2.5365798618946718	0.10826506071212137
0.8979591836734693	0.9183673469387754	4.111161258293086	0.11545079483018192
0.9183673469387754	0.9387755102040816	4.3124069142934465	0.1006002776528556
0.9387755102040816	0.9591836734693877	4.1310646748205935	0.08910310306395781
0.9591836734693877	0.9795918367346939	3.4255991334566915	0.06131826447412151
0.9795918367346939	1.0	0.6170059123527547	0.02107815341297927
